Starting procces. Date and time is 03/01/2023, 19:08:24


[03/01/2023, 19:08:25] [INFO - CLIENT]: Logged in as Oxyroid#6023
[03/01/2023, 19:08:26] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[03/01/2023, 19:08:26] [INFO - BUTTONS]: Loaded button: deleteMe.ts
[03/01/2023, 19:08:26] [INFO - COMMANDS]: Loaded command: clear.ts
[03/01/2023, 19:08:26] [INFO - BUTTONS]: Loaded button: helpCategory.ts
[03/01/2023, 19:08:26] [INFO - COMMANDS]: Loaded command: dump.ts
[03/01/2023, 19:08:25] [INFO - SERVER]: Server listening on port 4000
[03/01/2023, 19:08:26] [INFO - COMMANDS]: Loaded command: invite.ts
[03/01/2023, 19:08:26] [INFO - COMMANDS]: Loaded command: ping.ts
[03/01/2023, 19:08:26] [INFO - COMMANDS]: Loaded command: play.ts
[03/01/2023, 19:08:26] [ERR - COMMANDS]: Failed to register commands on API: TypeError: Cannot read properties of undefined (reading 'toJSON')
[03/01/2023, 19:08:26] [INFO - COMMANDS]: Loaded command: help.ts
[03/01/2023, 19:08:26] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
