Starting procces. Date and time is 23/12/2022, 19:41:28


[23/12/2022, 19:41:29] [INFO - CLIENT]: Logged in as Oxyroid#6023
[23/12/2022, 19:41:29] [INFO - SERVER]: Server listening on port 4000
[23/12/2022, 19:41:30] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[23/12/2022, 19:41:30] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[23/12/2022, 19:41:30] [INFO - BUTTONS]: Loaded button: test.ts
[23/12/2022, 19:41:30] [INFO - COMMANDS]: Loaded command: clear.ts
[23/12/2022, 19:41:30] [INFO - COMMANDS]: Loaded command: dump.ts
[23/12/2022, 19:41:31] [INFO - COMMANDS]: Loaded command: help.ts
[23/12/2022, 19:41:31] [INFO - COMMANDS]: Loaded command: invite.ts
[23/12/2022, 19:41:31] [INFO - COMMANDS]: Loaded command: log.ts
[23/12/2022, 19:41:31] [INFO - COMMANDS]: Loaded command: ping.ts
[23/12/2022, 19:41:31] [INFO - PROCESS]: Exiting with reason: "SIGUSR2"
