Starting procces. Date and time is 25/12/2022, 12:32:58


[25/12/2022, 12:32:59] [INFO - CLIENT]: Logged in as Oxyroid#6023
[25/12/2022, 12:32:59] [INFO - SERVER]: Server listening on port 4000
[25/12/2022, 12:33:00] [INFO - COMMANDS]: Loaded command: clear.ts
[25/12/2022, 12:33:00] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[25/12/2022, 12:33:01] [INFO - COMMANDS]: Loaded command: help.ts
[25/12/2022, 12:33:01] [INFO - COMMANDS]: Loaded command: invite.ts
[25/12/2022, 12:33:01] [INFO - COMMANDS]: Loaded command: ping.ts
[25/12/2022, 12:33:00] [INFO - BUTTONS]: Loaded button: deleteMe.ts
[25/12/2022, 12:33:00] [INFO - COMMANDS]: Loaded command: dump.ts
[25/12/2022, 12:33:00] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[25/12/2022, 12:33:01] [INFO - COMMANDS]: Successfully updated slash commands.
[25/12/2022, 12:33:01] [INFO - DB]: Connected to database
[25/12/2022, 12:33:02] [INFO - PROCESS]: Exiting with reason: "SIGUSR2"
