Starting procces. Date and time is 12/12/2022, 11:04:31


[12/12/2022, 11:04:32] [INFO - CLIENT]: Logged in as Oxyroid#6023
[12/12/2022, 11:04:32] [INFO - BUTTONS]: Loaded button: test.ts
[12/12/2022, 11:04:32] [INFO - COMMANDS]: Loaded command: clear.ts
[12/12/2022, 11:04:32] [INFO - SERVER]: Server listening on port 4000
[12/12/2022, 11:04:33] [INFO - COMMANDS]: Loaded command: help.ts
[12/12/2022, 11:04:33] [INFO - COMMANDS]: Loaded command: dump.ts
[12/12/2022, 11:04:32] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[12/12/2022, 11:04:33] [INFO - COMMANDS]: Loaded command: ping.ts
[12/12/2022, 11:04:32] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[12/12/2022, 11:04:33] [INFO - PROCESS]: Exiting with reason: "SIGUSR2"
[12/12/2022, 11:04:33] [INFO - DB]: Connected to database
