Starting procces. Date and time is 20/12/2022, 14:06:39


[20/12/2022, 14:06:41] [INFO - CLIENT]: Logged in as Oxyroid#6023
[20/12/2022, 14:06:41] [INFO - SERVER]: Server listening on port 4000
[20/12/2022, 14:06:42] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[20/12/2022, 14:06:42] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[20/12/2022, 14:06:42] [INFO - BUTTONS]: Loaded button: test.ts
[20/12/2022, 14:06:43] [INFO - COMMANDS]: Loaded command: dump.ts
[20/12/2022, 14:06:42] [INFO - COMMANDS]: Loaded command: clear.ts
[20/12/2022, 14:06:43] [INFO - COMMANDS]: Loaded command: ping.ts
[20/12/2022, 14:06:43] [INFO - COMMANDS]: Loaded command: help.ts
[20/12/2022, 14:06:43] [INFO - COMMANDS]: Loaded command: invite.ts
[20/12/2022, 14:06:44] [INFO - COMMANDS]: Successfully updated slash commands.
[20/12/2022, 14:06:44] [INFO - DB]: Connected to database
[20/12/2022, 14:08:43] [INFO - PROCESS]: Exiting with reason: "SIGUSR2"
