Starting procces. Date and time is 9/5/2022, 4:38:47 PM


[9/5/2022, 4:38:48 PM] [INFO - CLIENT]: Logged in as Disbase - mattsivak#2279
[9/5/2022, 4:38:48 PM] [INFO - BUTTONS]: Loaded button: test.ts
[9/5/2022, 4:38:48 PM] [INFO - COMMANDS]: Loaded command: clear.ts
[9/5/2022, 4:38:48 PM] [INFO - COMMANDS]: Loaded command: dump.ts
[9/5/2022, 4:38:48 PM] [INFO - COMMANDS]: Loaded command: help.ts
[9/5/2022, 4:38:48 PM] [INFO - COMMANDS]: Loaded command: ping.ts
[9/5/2022, 4:38:48 PM] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[9/5/2022, 4:38:48 PM] [INFO - SERVER]: Server listening on port 4000
[9/5/2022, 4:38:48 PM] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[9/5/2022, 4:38:48 PM] [INFO - COMMANDS]: Successfully updated slash commands.
[9/5/2022, 4:38:49 PM] [INFO - DB]: Connected to database
[9/5/2022, 4:52:17 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 4:52:17 PM] [INFO - DB]: Connected to database
[9/5/2022, 4:54:04 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 4:54:04 PM] [INFO - DB]: Connected to database
[9/5/2022, 4:59:33 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 4:59:33 PM] [INFO - DB]: Connected to database
[9/5/2022, 5:12:53 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 5:12:53 PM] [INFO - DB]: Connected to database
[9/5/2022, 5:27:44 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 5:27:44 PM] [INFO - DB]: Connected to database
[9/5/2022, 5:52:54 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 5:52:54 PM] [INFO - DB]: Connected to database
[9/5/2022, 6:01:44 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 6:01:44 PM] [INFO - DB]: Connected to database
[9/5/2022, 6:42:04 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 6:42:04 PM] [INFO - DB]: Connected to database
[9/5/2022, 6:43:50 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 6:43:50 PM] [INFO - DB]: Connected to database
[9/5/2022, 6:47:09 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 6:47:09 PM] [INFO - DB]: Connected to database
[9/5/2022, 6:53:34 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 6:53:34 PM] [INFO - DB]: Connected to database
[9/5/2022, 7:00:21 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 7:00:21 PM] [INFO - DB]: Connected to database
[9/5/2022, 7:10:47 PM] [INFO - DB]: Reconnected to database
[9/5/2022, 7:10:47 PM] [INFO - DB]: Connected to database
