Starting procces. Date and time is 25/12/2022, 11:51:52


[25/12/2022, 11:51:53] [INFO - CLIENT]: Logged in as Oxyroid#6023
[25/12/2022, 11:51:54] [INFO - BUTTONS]: Loaded button: test.ts
[25/12/2022, 11:51:54] [INFO - COMMANDS]: Loaded command: clear.ts
[25/12/2022, 11:51:55] [INFO - COMMANDS]: Loaded command: dump.ts
[25/12/2022, 11:51:55] [INFO - COMMANDS]: Loaded command: help.ts
[25/12/2022, 11:51:55] [INFO - COMMANDS]: Loaded command: invite.ts
[25/12/2022, 11:51:55] [INFO - COMMANDS]: Loaded command: ping.ts
[25/12/2022, 11:51:54] [INFO - FEATURES]: Loaded feature: CreatePerGuildModel.ts
[25/12/2022, 11:51:54] [INFO - FEATURES]: Loaded feature: OnGuildAddRegisterCommands.ts
[25/12/2022, 11:51:53] [INFO - SERVER]: Server listening on port 4000
[25/12/2022, 11:51:55] [INFO - COMMANDS]: Successfully updated slash commands.
[25/12/2022, 11:51:55] [INFO - DB]: Connected to database
[25/12/2022, 11:51:57] [DEB - COMMANDS]: Command used: clear
[25/12/2022, 11:51:58] [ERR - CLEARCOMMAND]: DiscordAPIError[50034]: You can only bulk delete messages that are under 14 days old.
[25/12/2022, 11:53:04] [INFO - PROCESS]: Exiting with reason: "SIGUSR2"
